scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,std_dev,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_return,rari,net_return,fund_size_category,return_consistency,cluster,risk_cluster_label,investment_score,positive_1yr,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
Mirae Asset Large Cap Fund,1000,5000,0.53,32910.0,10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1,14.42,0.921994884910486,13.89,Giant (>20K Cr),61.13358653949565,0,📈 High Return / Moderate Risk,52.67,True,184,248,344,False
Mirae Asset Midcap Fund,1000,5000,0.58,8753.0,4,Ankit Jain,3.44,2.67,16.86,0.92,1.76,6,Mirae Asset Mutual Fund,4,Equity,Mid Cap Mutual Funds,1.2,35.0,8.9,16.495,0.9783511269276396,15.915,Large (5K–20K Cr),55.77827352405357,0,📈 High Return / Moderate Risk,64.75,True,59,156,103,False
Mirae Asset Money Market Fund,1000,5000,0.25,59.0,2,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Money Market Funds,5.3,18.5,8.9,11.54,0.938211382113821,11.29,Small (<500 Cr),66.66984418726997,0,📈 High Return / Moderate Risk,48.36,True,245,389,396,False
Mirae Asset Overnight Fund,1000,5000,0.11,632.0,3,Abhishek Iyer,1.26,0.67,0.34,0.45,0.2,1,Mirae Asset Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,8.9,6.45,18.97058823529412,6.34,Mid (500–5K Cr),70.92753231123932,1,⭐ High Return / Low Risk,31.75,True,612,610,767,False
Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9,5.655,6.575581395348838,5.285,Mid (500–5K Cr),73.14214457253433,1,⭐ High Return / Low Risk,35.46,True,490,716,248,False
Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7,6.05,4.1438356164383565,5.74,Small (<500 Cr),72.35608489034729,1,⭐ High Return / Low Risk,34.14,True,540,674,548,False
Mirae Asset Tax Saver Fund,500,500,0.54,14043.0,7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,6,Mirae Asset Mutual Fund,5,Equity,ELSS Mutual Funds,0.6,30.3,15.3,17.61,1.0475907198096372,17.07,Large (5K–20K Cr),58.6430805078573,0,📈 High Return / Moderate Risk,61.2,True,86,117,218,False
Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,284.0,2,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,18.5,8.9,11.579999999999998,0.9414634146341462,11.29,Small (<500 Cr),66.75142430024464,0,📈 High Return / Moderate Risk,47.97,True,254,384,396,False
Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6,6.045,0.5857558139534883,4.855,Mid (500–5K Cr),68.68466031041571,1,⭐ High Return / Low Risk,19.26,True,799,675,698,False
Motilal Oswal Equity Hybrid Fund,500,500,0.94,385.0,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,17.665,1.4794807370184255,16.724999999999998,Small (<500 Cr),57.99139766791857,0,📈 High Return / Moderate Risk,54.44,True,159,107,500,False
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9,7.624999999999999,0.4919354838709677,6.654999999999999,Large (5K–20K Cr),64.37832708837922,1,⭐ High Return / Low Risk,23.29,False,774,513,626,False
Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6,12.429999999999998,0.7597799511002444,11.429999999999998,Mid (500–5K Cr),64.5781773957537,0,📈 High Return / Moderate Risk,37.43,True,442,346,566,False
Motilal Oswal Large and Midcap Fund,500,500,0.73,1415.0,3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,8.9,16.259999999999998,1.0200752823086574,15.529999999999998,Mid (500–5K Cr),62.429277114015605,0,📈 High Return / Moderate Risk,58.36,True,113,164,195,False
Motilal Oswal Liquid Fund,500,500,0.21,484.0,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,8.9,6.375,18.214285714285715,6.165,Small (<500 Cr),70.8583124744332,1,⭐ High Return / Low Risk,28.56,True,705,639,804,False
Motilal Oswal Long Term Equity Fund,500,500,0.8,2187.0,8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25.0,10.0,14.95,0.940251572327044,14.15,Mid (500–5K Cr),64.36918923551544,0,📈 High Return / Moderate Risk,50.32,True,212,214,344,False
Motilal Oswal Midcap Fund,500,500,0.87,3769.0,9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4,22.2,1.4471968709256844,21.33,Mid (500–5K Cr),62.77450224895424,0,📈 High Return / Moderate Risk,70.08,True,39,22,31,True
Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.1,3378.0,4,Swapnil Mayekar,1.18,1.855,22.3,0.86,0.77,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,8.9,10.255,0.4598654708520179,10.155,Mid (500–5K Cr),59.67293747463612,0,📈 High Return / Moderate Risk,37.85,False,432,447,666,False
Motilal Oswal Nifty 50 Index Fund,500,500,0.14,234.0,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,26.0,8.9,13.125,0.7878151260504201,12.985,Small (<500 Cr),60.32354437156,0,📈 High Return / Moderate Risk,55.35,True,147,308,375,False
Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372.0,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,8.9,13.11,0.7888086642599277,12.71,Small (<500 Cr),59.367352239055485,0,📈 High Return / Moderate Risk,42.5,False,338,309,359,False
Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332.0,4,Swapnil Mayekar,2.02,0.0,25.4,1.0,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,8.9,14.915,0.5872047244094488,14.704999999999998,Small (<500 Cr),64.69503774153311,0,📈 High Return / Moderate Risk,53.35,True,177,215,601,False
Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644.0,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,8.9,16.759999999999998,0.9098805646036916,16.54,Mid (500–5K Cr),57.85651749838068,0,📈 High Return / Moderate Risk,64.85,True,58,144,175,False
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118.0,3,Swapnil Mayekar,1.67,-4.95,18.0,0.98,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,8.9,10.454999999999998,0.5808333333333332,10.124999999999998,Small (<500 Cr),59.63247687654959,0,📈 High Return / Moderate Risk,34.67,False,516,438,601,False
Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312.0,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,8.9,16.029999999999998,0.7622444127436994,15.719999999999995,Small (<500 Cr),52.129266626522494,0,📈 High Return / Moderate Risk,52.21,False,189,175,218,False
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8,3.115,7.987179487179487,2.535,Small (<500 Cr),71.9955569017187,1,⭐ High Return / Low Risk,19.94,True,796,813,805,False
Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4,17.03,1.0980012894906512,16.69,Small (<500 Cr),57.1295518868221,0,📈 High Return / Moderate Risk,62.98,True,70,133,297,False
Navi ELSS Tax Saver Fund,500,500,0.4,56.0,7,Aditya Mulki,2.87,1.855,12.3,0.86,1.29,6,Navi Mutual Fund,2,Equity,ELSS Mutual Funds,1.3,23.4,10.5,13.175,1.0711382113821135,12.775,Small (<500 Cr),62.39183163100188,0,📈 High Return / Moderate Risk,51.81,True,194,302,396,False
Navi Equity Hybrid Fund,500,10,0.42,82.0,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,19.7,8.9,11.54,1.0257777777777777,11.12,Small (<500 Cr),65.11299890874544,0,📈 High Return / Moderate Risk,48.15,True,252,389,297,False
Navi Flexi Cap Fund,500,10,0.43,202.0,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,25.9,8.9,13.489999999999998,0.8697614442295293,13.06,Small (<500 Cr),61.2344586943852,0,📈 High Return / Moderate Risk,53.87,True,171,285,297,False
Navi Large & Midcap Fund,500,10,0.35,234.0,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7,16.08,1.0461938841899805,15.73,Small (<500 Cr),59.86970160122519,0,📈 High Return / Moderate Risk,62.55,True,76,173,153,False
Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4,17.03,1.1080026024723488,16.720000000000002,Small (<500 Cr),57.1295518868221,0,📈 High Return / Moderate Risk,66.68,True,53,133,153,False
Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5,6.745000000000001,2.0439393939393944,6.355000000000001,Small (<500 Cr),71.49249987116823,1,⭐ High Return / Low Risk,35.67,True,486,572,331,False
Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,17.665,49.06944444444444,16.935,Small (<500 Cr),57.99139766791857,0,📈 High Return / Moderate Risk,59.99,True,99,107,660,False
Nippon India Arbitrage Fund,100,5000,0.21,9234.0,10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7,5.4,7.714285714285715,5.19,Large (5K–20K Cr),73.0574431366087,1,⭐ High Return / Low Risk,35.26,True,498,735,375,False
Nippon India Balanced Advantage Fund,100,100,0.65,6593.0,10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.3,17.1,10.1,11.59,1.35873388042204,10.94,Large (5K–20K Cr),67.55925068123645,0,📈 High Return / Moderate Risk,45.71,True,292,383,175,False
Nippon India Banking & PSU Debt Fund,100,5000,0.33,4008.0,8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4,6.585,3.4296875,6.255,Mid (500–5K Cr),71.77189951980604,1,⭐ High Return / Low Risk,35.39,True,492,588,534,False
Nippon India Banking&Financial Services-DirGrowth,100,5000,1.32,3826.0,10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5,15.94,0.6381104883907125,14.62,Mid (500–5K Cr),62.43153691399634,0,📈 High Return / Moderate Risk,48.86,True,235,176,503,False
Nippon India Consumption Fund,100,5000,1.76,312.0,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6,19.7,1.3265993265993266,17.939999999999998,Small (<500 Cr),63.4559030810204,0,📈 High Return / Moderate Risk,54.75,True,156,66,103,False
Nippon India Corporate Bond Fund,100,5000,0.32,1701.0,10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7.0,6.55,4.6453900709219855,6.23,Mid (500–5K Cr),72.4493023800717,1,⭐ High Return / Low Risk,37.85,True,432,594,153,False
Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4,6.265000000000001,1.6188630490956073,5.265000000000001,Mid (500–5K Cr),70.65725592810865,1,⭐ High Return / Low Risk,30.91,True,637,649,452,False
Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,0.46,0.97,4.28,2.0,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7,5.695,1.330607476635514,5.415,Mid (500–5K Cr),71.92170966641258,1,⭐ High Return / Low Risk,26.9,True,738,714,752,False
Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9,12.0,0.9584664536741214,10.69,Mid (500–5K Cr),62.34688367103952,0,📈 High Return / Moderate Risk,45.18,True,303,365,149,False
Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3,5.635,0.8790951638065522,4.945,Small (<500 Cr),67.80035489996665,1,⭐ High Return / Low Risk,34.84,True,510,719,297,False
Nippon India Floating Rate Fund,100,5000,0.27,7288.0,10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1,6.51,3.7848837209302326,6.24,Large (5K–20K Cr),72.04649740334871,1,⭐ High Return / Low Risk,37.64,True,436,599,359,False
Nippon India Focused Equity Fund,100,5000,1.2,5929.0,10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9,17.545,0.8685643564356437,16.345000000000002,Large (5K–20K Cr),58.16938662889866,0,📈 High Return / Moderate Risk,54.86,True,152,122,304,False
Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1,12.829999999999998,0.869241192411924,12.64,Mid (500–5K Cr),72.2403366223486,0,📈 High Return / Moderate Risk,38.66,True,413,333,728,False
Nippon India Growth Fund,100,100,1.09,13409.0,10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5,18.985,1.1300595238095237,17.895,Large (5K–20K Cr),59.84379091410038,0,📈 High Return / Moderate Risk,59.38,True,106,80,113,False
Nippon India GSF – Direct Growth,100,5000,0.63,1158.0,10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3,6.54,2.1946308724832213,5.91,Mid (500–5K Cr),71.48252888004868,1,⭐ High Return / Low Risk,24.47,True,763,596,729,False
Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4,5.91,2.364,4.65,Mid (500–5K Cr),70.28968927215728,1,⭐ High Return / Low Risk,32.69,True,591,687,9,False
Nippon India Income Fund,100,5000,0.58,238.0,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6.0,5.8,7.9,6.785,2.2245901639344265,6.205,Small (<500 Cr),72.33431045424851,1,⭐ High Return / Low Risk,26.06,True,747,571,713,False
Nippon India Index Fund,100,5000,0.15,374.0,10,Mehul Dama,3.23,-1.01,16.9,1.0,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13.0,15.11,0.8940828402366864,14.96,Small (<500 Cr),61.43914980133938,0,📈 High Return / Moderate Risk,56.41,True,128,204,432,False
Nippon India Index Fund,100,100,0.2,638.0,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26.0,11.9,14.635,0.8795072115384615,14.435,Mid (500–5K Cr),60.91146777443846,0,📈 High Return / Moderate Risk,55.37,True,146,233,452,False
Nippon India Large Cap Fund,100,100,1.01,12524.0,10,Sailesh Raj Bhan,3.01,2.97,17.74,1.0,1.44,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,29.5,12.6,17.674999999999997,0.996335963923337,16.664999999999996,Large (5K–20K Cr),62.32447752409307,0,📈 High Return / Moderate Risk,55.26,True,148,106,272,False
Nippon India Liquid Fund,100,1000,0.2,25358.0,10,Anju Chhajer,4.53,1.5,0.39,0.83,1.01,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,5.09,13.051282051282053,4.89,Giant (>20K Cr),72.8504229802299,1,⭐ High Return / Low Risk,34.06,True,545,765,566,False
Nippon India Low Duration Fund,100,500,0.37,6232.0,10,Anju Chhajer,2.8,2.56,0.98,0.58,1.82,2,Nippon India Mutual Fund,4,Debt,Low Duration Funds,5.3,6.2,6.5,6.155,6.280612244897959,5.785,Large (5K–20K Cr),72.86883323112292,1,⭐ High Return / Low Risk,38.55,True,416,667,83,False
Nippon India Money Market Fund,100,500,0.21,10718.0,10,Anju Chhajer,5.44,2.79,0.56,1.21,2.11,3,Nippon India Mutual Fund,5,Debt,Money Market Funds,5.7,5.3,6.3,5.83,10.410714285714285,5.62,Large (5K–20K Cr),72.99001073527805,1,⭐ High Return / Low Risk,42.47,True,339,699,15,False
Nippon India Multi Cap Fund,100,100,1.12,14091.0,10,Sailesh Raj Bhan,3.33,6.54,19.22,0.99,1.55,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2,19.875,1.034079084287201,18.755,Large (5K–20K Cr),60.87390356683879,0,📈 High Return / Moderate Risk,61.53,True,83,61,195,False
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,100,100,0.02,148.0,4,Mehul Dama,1.75,-4.27,18.26,0.99,0.99,6,Nippon India Mutual Fund,2,Other,FoFs Domestic,-5.8,21.8,8.9,10.475,0.5736582694414019,10.455,Small (<500 Cr),59.68355388718207,0,📈 High Return / Moderate Risk,37.46,False,441,437,576,False
Nippon India Overnight Fund,100,100,0.08,8861.0,4,Anju Chhajer,0.4,0.63,0.35,0.46,0.07,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,6.45,18.42857142857143,6.37,Large (5K–20K Cr),70.92753231123932,1,⭐ High Return / Low Risk,31.04,True,633,610,780,False
Nippon India Pharma Fund,100,5000,1.17,4267.0,10,Sailesh Raj Bhan,2.09,2.71,20.6,0.95,0.99,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6,14.265,0.6924757281553398,13.095,Mid (500–5K Cr),57.17126208392911,0,📈 High Return / Moderate Risk,35.0,False,504,257,576,False
Nippon India Power & Infra Fund,100,5000,1.58,1871.0,10,Sanjay Doshi,3.52,9.72,19.09,0.7,1.67,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,37.2,10.1,21.645000000000003,1.133839706652698,20.065000000000005,Mid (500–5K Cr),59.8140299298054,0,📈 High Return / Moderate Risk,63.03,True,69,28,137,False
Nippon India Quant Fund,100,5000,0.54,34.0,10,Ashutosh Bhargava,2.91,2.11,14.96,0.84,1.47,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9,15.77,1.0541443850267378,15.23,Small (<500 Cr),62.296458467049845,0,📈 High Return / Moderate Risk,56.51,True,126,179,248,False
Nippon India Retirement Fund,500,500,0.85,172.0,8,Pranay Sinha,1.38,-0.72,4.79,0.61,0.76,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,8.4,7.4,7.07,1.475991649269311,6.220000000000001,Small (<500 Cr),71.1868205120286,1,⭐ High Return / Low Risk,25.93,True,749,542,669,False
Nippon India Retirement Fund,500,500,1.03,2233.0,8,Pranay Sinha,3.35,-0.56,16.26,0.95,1.34,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7,12.13,0.7460024600246002,11.1,Mid (500–5K Cr),60.90286044253305,0,📈 High Return / Moderate Risk,44.54,True,307,358,359,False
Nippon India Short Term Fund,100,100,0.34,5147.0,10,Sushil Budhia,2.42,4.95,1.6,1.94,1.47,3,Nippon India Mutual Fund,4,Debt,Short Duration Funds,4.3,6.7,7.2,6.445,4.028125,6.105,Large (5K–20K Cr),71.94306423706496,1,⭐ High Return / Low Risk,37.69,True,435,625,248,False
Nippon India Small Cap Fund,100,5000,0.86,23910.0,10,Samir Rachh,4.2,10.01,19.31,0.89,2.06,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,47.6,16.8,25.96,1.344381149663387,25.1,Giant (>20K Cr),52.96911968834392,0,📈 High Return / Moderate Risk,83.41,True,10,9,20,True
Nippon India Strategic Debt Fund,100,5000,1.4,151.0,9,Sushil Budhia,2.12,4.14,8.43,0.16,0.5,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,-0.9,3.04,0.3606168446026097,1.64,Small (<500 Cr),68.85724272410577,1,⭐ High Return / Low Risk,17.46,True,809,814,713,False
Nippon India Tax Saver (ELSS) Fund,500,500,1.18,11210.0,10,Rupesh Patel,2.75,0.53,17.25,0.98,1.37,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5,12.84,0.7443478260869565,11.66,Large (5K–20K Cr),59.922653853657984,0,📈 High Return / Moderate Risk,45.72,True,291,332,339,False
Nippon India US Equity Opportunities Fund,100,100,1.22,534.0,8,Kinjal Desai,1.33,1.855,19.57,0.86,0.67,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3,17.665,0.902657128257537,16.445,Mid (500–5K Cr),57.99139766791857,0,📈 High Return / Moderate Risk,49.41,True,227,107,686,False
Nippon India USD Fund,100,100,0.38,5114.0,10,Vivek Sharma,3.13,3.47,1.79,0.53,1.54,3,Nippon India Mutual Fund,5,Debt,Ultra Short Duration Funds,5.9,7.0,5.9,6.285,3.511173184357542,5.905,Large (5K–20K Cr),72.85824773485417,1,⭐ High Return / Low Risk,36.96,True,451,648,201,False
Nippon India Value Fund,100,500,1.21,4641.0,10,Meenakshi Dawar,3.34,4.25,16.97,0.97,1.54,6,Nippon India Mutual Fund,3,Equity,Value Funds,0.0,30.3,12.2,16.095,0.9484384207424869,14.884999999999998,Mid (500–5K Cr),58.24789655530444,0,📈 High Return / Moderate Risk,42.78,False,331,171,201,False
Nippon India Vision Fund,100,5000,1.55,3024.0,10,Amar Kalkundrikar,3.41,2.62,15.86,0.91,1.48,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3,14.195,0.8950189155107188,12.644999999999998,Mid (500–5K Cr),60.45786858456373,0,📈 High Return / Moderate Risk,44.8,True,306,258,241,False
Parag Parikh Flexi Cap Fund,1000,1000,0.75,29953.0,10,Rajeev Thakkar,3.06,10.65,14.53,0.7,1.86,6,PPFAS Mutual Fund,5,Equity,Flexi Cap Funds,2.3,33.6,17.6,20.14,1.3860977288368892,19.39,Giant (>20K Cr),57.84202850599318,0,📈 High Return / Moderate Risk,69.77,True,41,56,69,True
Parag Parikh Liquid Fund,1000,5000,0.17,1456.0,5,Raj Mehta,0.59,0.87,0.34,0.62,0.13,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4.0,8.9,6.465,19.01470588235294,6.295,Mid (500–5K Cr),70.9549608491633,1,⭐ High Return / Low Risk,30.81,True,638,608,774,False
Parag Parikh Tax Saver Fund,1000,500,0.8,1147.0,4,Rajeev Thakkar,4.17,12.64,12.88,0.62,2.11,6,PPFAS Mutual Fund,5,Equity,ELSS Mutual Funds,8.0,33.0,8.9,17.154999999999998,1.3319099378881984,16.354999999999997,Mid (500–5K Cr),59.31224233478098,0,📈 High Return / Moderate Risk,68.63,True,46,131,15,True
PGIM India Arbitrage Fund,1000,5000,0.33,168.0,9,Utkarsh Katkoria,0.85,1.06,0.7,0.41,0.73,1,PGIM India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,4.5,5.2,4.975,7.107142857142857,4.645,Small (<500 Cr),73.0574431366087,1,⭐ High Return / Low Risk,28.96,True,693,787,676,False
PGIM India Banking&PSU Debt Fund,1000,5000,0.25,53.0,10,Puneet Pal,2.06,3.87,1.73,1.62,0.99,2,PGIM India Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.1,6.4,7.1,6.254999999999999,3.615606936416184,6.004999999999999,Small (<500 Cr),71.92383204869695,1,⭐ High Return / Low Risk,34.47,True,528,651,576,False
